# RLC
{'R_sense': 10, 'R_circuit': 10, 'C': 4.7e-07, 'L': 0.000221, 'Vpk': 0.6}
2.912574e+04,1.504192e-02,6.982120e-05,7.942366e-01,4.137636e-03
2.973744e+04,1.459830e-02,2.648538e-04,8.125765e-01,1.930577e-02
3.036199e+04,1.432463e-02,5.088122e-04,8.348712e-01,1.478423e-02
3.099966e+04,1.404700e-02,2.067241e-04,8.512337e-01,8.655432e-03
3.165072e+04,1.375290e-02,5.100140e-04,8.650282e-01,1.172503e-02
3.231545e+04,1.340523e-02,5.124298e-04,8.809836e-01,1.174574e-02
3.299415e+04,1.313750e-02,4.865492e-04,9.037284e-01,1.960379e-02
3.368709e+04,1.306412e-02,5.911367e-05,9.191896e-01,6.611399e-03
3.439460e+04,1.276918e-02,9.670605e-05,9.351067e-01,5.468999e-03
3.511696e+04,1.245970e-02,2.083247e-04,9.526374e-01,1.522905e-02
3.585449e+04,1.211233e-02,3.966259e-04,9.691883e-01,1.462675e-02
3.660751e+04,1.202191e-02,4.936209e-05,9.803879e-01,3.081887e-03
3.737634e+04,1.175331e-02,3.968533e-05,9.945379e-01,6.860316e-03
3.816133e+04,1.143736e-02,2.224659e-04,1.006006e+00,1.996617e-02
3.896280e+04,1.128377e-02,4.223980e-05,1.019968e+00,4.501612e-03
3.978110e+04,1.097366e-02,2.043041e-04,1.036080e+00,1.730225e-02
4.061659e+04,1.062657e-02,4.609333e-04,1.046687e+00,1.669851e-02
4.146962e+04,1.055929e-02,1.506158e-04,1.056761e+00,9.532536e-03
4.234058e+04,1.019142e-02,4.408719e-04,1.067252e+00,1.534168e-02
4.322982e+04,1.012750e-02,8.328243e-05,1.080389e+00,9.301236e-03
4.413774e+04,9.954778e-03,5.763144e-05,1.090698e+00,2.464333e-03
4.506473e+04,9.609214e-03,3.709262e-04,1.106243e+00,2.186532e-02
4.601118e+04,9.526094e-03,2.291483e-05,1.112224e+00,3.208349e-03
4.697751e+04,9.098810e-03,6.652155e-04,1.130219e+00,3.689565e-02
4.796414e+04,9.042171e-03,1.886546e-04,1.131574e+00,1.341296e-02
4.897149e+04,8.922342e-03,6.366635e-05,1.142659e+00,1.198811e-02
5.000000e+04,8.757212e-03,3.660675e-05,1.150365e+00,6.570517e-03
